"Species_name","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Festuca ruba subsp. pruinosa","Festuca ruba subsp. pruinosa","Festuca ruba subsp. pruinosa","Festuca rubra subsp. pruinosa","Festuca rubra","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60443327-2","Synonym",0.97740698358165,"synonym_to_accepted"
"Festuca rubra","Festuca rubra","Festuca rubra","Festuca rubra","Festuca rubra","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30010036-2","Accepted",1,"accepted_or_direct"
"Festuca rubra subsp. pruinosa","Festuca rubra subsp. pruinosa","Festuca rubra subsp. pruinosa","Festuca rubra subsp. pruinosa","Festuca rubra","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60443327-2","Synonym",1,"synonym_to_accepted"
"Festuca yvesii subsp. lagascae","Festuca yvesii subsp. lagascae","Festuca yvesii subsp. lagascae","Festuca yvesii","Lolium font-queri","(St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:403747-1","Illegitimate",0.59957384396743,"unresolved_low_score"
"Ficus carica","Ficus carica","Ficus carica","Ficus carica","Ficus carica","L.","Moraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:852556-1","Accepted",1,"accepted_or_direct"
"Foeniculum vulgare","Foeniculum vulgare","Foeniculum vulgare","Foeniculum vulgare","Foeniculum vulgare","Mill.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:842680-1","Accepted",1,"accepted_or_direct"
"Fragaria vesca","Fragaria vesca","Fragaria vesca","Fragaria vesca","Fragaria vesca","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30074127-2","Accepted",1,"accepted_or_direct"
"Frangula alnus","Frangula alnus","Frangula alnus","Frangula alnus","Frangula alnus","Mill.","Rhamnaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:717344-1","Accepted",1,"accepted_or_direct"
"Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior","L.","Oleaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:609009-1","Accepted",1,"accepted_or_direct"
"Fucus ceranoides","Fucus ceranoides","Fucus ceranoides","Ficus","Ficus","Tourn. ex L.","Moraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327905-2","Accepted",0.47790686999749,"unresolved_low_score"
"Fumana procumbens","Fumana procumbens","Fumana procumbens","Fumana procumbens","Fumana procumbens","(Dunal) Gren. & Godr.","Cistaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168610-1","Accepted",1,"accepted_or_direct"
"Fumaria capreolata","Fumaria capreolata","Fumaria capreolata","Fumaria capreolata","Fumaria capreolata","L.","Papaveraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:672920-1","Accepted",1,"accepted_or_direct"
"Ga fragilis","Ga fragilis","Ga fragilis","[No match found]","","","","","",NA,"unresolved_no_match"
"Ga odoratum","Ga odoratum","Ga odoratum","[No match found]","","","","","",NA,"unresolved_no_match"
"Ga odoratum/rotundifolium","Ga odoratum/rotundifolium","Ga odoratum/rotundifolium","[No match found]","","","","","",NA,"unresolved_no_match"
"Ga palustre","Ga palustre","Ga palustre","[No match found]","","","","","",NA,"unresolved_no_match"
"Galeopsis tetrahit","Galeopsis tetrahit","Galeopsis tetrahit","Galeopsis tetrahit","Galeopsis tetrahit","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:447136-1","Accepted",1,"accepted_or_direct"
"Galium aparinum","Galium aparinum","Galium aparinum","Galium aparine","Galium aparine","L.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30007294-2","Accepted",0.94341268848788,"accepted_or_direct"
"Galium pumilum subsp. marchandii","Galium pumilum subsp. marchandii","Galium pumilum subsp. marchandii","Galium pumilum subsp. marchandii","Galium marchandii","Roem. & Schult.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:922165-1","Synonym",1,"synonym_to_accepted"
"Galium pyrenaicum","Galium pyrenaicum","Galium pyrenaicum","Galium pyrenaicum","Galium pyrenaicum","Gouan","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750513-1","Accepted",1,"accepted_or_direct"
"Galium saxatile","Galium saxatile","Galium saxatile","Galium saxatile","Galium saxatile","L.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750586-1","Accepted",1,"accepted_or_direct"
"Galium sp","Galium","Galium","Galium","Galium","L.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325955-2","Accepted",1,"accepted_or_direct"
"Galium verum","Galium verum","Galium verum","Galium verum","Galium verum","L.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:750829-1","Accepted",1,"accepted_or_direct"
"Ge visectum","Ge visectum","Ge visectum","[No match found]","","","","","",NA,"unresolved_no_match"
"Genista florida","Genista florida","Genista florida","Genista florida","Genista florida","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496046-1","Accepted",1,"accepted_or_direct"
"Genista hispanica","Genista hispanica","Genista hispanica","Genista hispanica","Genista hispanica","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496084-1","Accepted",1,"accepted_or_direct"
"Genista legionensis","Genista legionensis","Genista legionensis","Genista legionensis","Genista legionensis","(Pau) Laínz","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496138-1","Accepted",1,"accepted_or_direct"
"Genista obtusiramea","Genista obtusiramea","Genista obtusiramea","Genista obtusiramea","Genista obtusiramea","J.Gay ex Spach","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496217-1","Accepted",1,"accepted_or_direct"
"Gentiana lutea","Gentiana lutea","Gentiana lutea","Gentiana lutea","Gentiana lutea","L.","Gentianaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:368453-1","Accepted",1,"accepted_or_direct"
"Gentiana lutea subsp. lutea","Gentiana lutea subsp. lutea","Gentiana lutea subsp. lutea","Gentiana lutea subsp. lutea","Gentiana lutea subsp. lutea","","Gentianaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230803-1","Accepted",1,"accepted_or_direct"
"Gentiana occidentalis","Gentiana occidentalis","Gentiana occidentalis","Gentiana occidentalis","Gentiana occidentalis","Jakow.","Gentianaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:368585-1","Accepted",1,"accepted_or_direct"
"Gentiana verna","Gentiana verna","Gentiana verna","Gentiana verna","Gentiana verna","L.","Gentianaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:369094-1","Accepted",1,"accepted_or_direct"
"Geranium columbinum","Geranium columbinum","Geranium columbinum","Geranium columbinum","Geranium columbinum","L.","Geraniaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:372911-1","Accepted",1,"accepted_or_direct"
"Geranium dissectum","Geranium dissectum","Geranium dissectum","Geranium dissectum","Geranium dissectum","L.","Geraniaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30210528-2","Accepted",1,"accepted_or_direct"
"Geranium molle","Geranium molle","Geranium molle","Geranium molle","Geranium molle","L.","Geraniaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:373335-1","Accepted",1,"accepted_or_direct"
"Geranium pyrenaicum","Geranium pyrenaicum","Geranium pyrenaicum","Geranium pyrenaicum","Geranium pyrenaicum","Burm.f.","Geraniaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322504-2","Accepted",1,"accepted_or_direct"
"Geranium robertianum","Geranium robertianum","Geranium robertianum","Geranium robertianum","Geranium robertianum","L.","Geraniaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:109269-2","Accepted",1,"accepted_or_direct"
"Geranium sanguineum","Geranium sanguineum","Geranium sanguineum","Geranium sanguineum","Geranium sanguineum","L.","Geraniaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322494-2","Accepted",1,"accepted_or_direct"
"Geum urbanum","Geum urbanum","Geum urbanum","Geum urbanum","Geum urbanum","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:725399-1","Accepted",1,"accepted_or_direct"
"Geum urbanus","Geum urbanus","Geum urbanus","Geum urbanum","Geum urbanum","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:725399-1","Accepted",0.9752518865735,"accepted_or_direct"
"Glandora diffusa","Glandora diffusa","Glandora diffusa","Glandora diffusa","Glandora diffusa","(Lag.) D.C.Thomas","Boraginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088628-1","Accepted",1,"accepted_or_direct"
"Gle hederacea","Gle hederacea","Gle hederacea","Gale","Myrica","L.","Myricaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27216-1","Synonym",0.45701346754469,"unresolved_low_score"
"Glechoma hederacea","Glechoma hederacea","Glechoma hederacea","Glechoma hederacea","Glechoma hederacea","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:447338-1","Accepted",1,"accepted_or_direct"
"Globularia nudicaulis","Globularia nudicaulis","Globularia nudicaulis","Globularia nudicaulis","Globularia nudicaulis","L.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813083-1","Accepted",1,"accepted_or_direct"
"Globularia repens","Globularia repens","Globularia repens","Globularia repens","Globularia repens","Lam.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813090-1","Accepted",1,"accepted_or_direct"
"Gymnocarpium robertianum","Gymnocarpium robertianum","Gymnocarpium robertianum","Gymnocarpium robertianum","Gymnocarpium robertianum","(Hoffm.) Newman","Cystopteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17112130-1","Accepted",1,"accepted_or_direct"
"Gypsophila repens","Gypsophila repens","Gypsophila repens","Gypsophila repens","Gypsophila repens","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:154602-1","Accepted",1,"accepted_or_direct"
"H pulcrum","H pulcrum","H pulcrum","[No match found]","","","","","",NA,"unresolved_no_match"
"H radicata","H radicata","H radicata","[No match found]","","","","","",NA,"unresolved_no_match"
"H. radicata","H. radicata","H. radicata","[No match found]","","","","","",NA,"unresolved_no_match"
"He cannabinum","He cannabinum","He cannabinum","[No match found]","","","","","",NA,"unresolved_no_match"
"Hedera hibernica","Hedera hibernica","Hedera hibernica","Hedera hibernica","Hedera hibernica","Poit.","Araliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77176743-1","Accepted",1,"accepted_or_direct"
"Hedera hivernica","Hedera hivernica","Hedera hivernica","Hedera hibernica","Hedera hibernica","Poit.","Araliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77176743-1","Accepted",0.98210117101673,"accepted_or_direct"
"Hedychium gardnerianum","Hedychium gardnerianum","Hedychium gardnerianum","Hedychium gardnerianum","Hedychium gardnerianum","Sheph. ex Ker Gawl.","Zingiberaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:69077-3","Accepted",1,"accepted_or_direct"
"Hel echioides","Hel echioides","Hel echioides","[No match found]","","","","","",NA,"unresolved_no_match"
"Helianthemum apenninum subsp. cantabricum","Helianthemum apenninum subsp. cantabricum","Helianthemum apenninum subsp. cantabricum","Helianthemum apenninum subsp. cantabricum","Helianthemum apenninum subsp. cantabricum","(M.Laínz) G.López","Cistaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967685-1","Accepted",1,"accepted_or_direct"
"Helianthemum apenninum subsp. urrielense","Helianthemum apenninum subsp. urrielense","Helianthemum apenninum subsp. urrielense","Helianthemum apenninum subsp. urrielense","Helianthemum nummularium subsp. urrielense","M.Laínz","Cistaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967684-1","Synonym",1,"synonym_to_accepted"
"Helianthemum canum","Helianthemum canum","Helianthemum canum","Helianthemum canum","Helianthemum canum","(L.) Hornem.","Cistaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:941351-1","Accepted",1,"accepted_or_direct"
"Helianthemum nummularium","Helianthemum nummularium","Helianthemum nummularium","Helianthemum nummularium","Helianthemum nummularium","(L.) Mill.","Cistaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:169032-1","Accepted",1,"accepted_or_direct"
"Helictochloa CF","Helictochloa","Helictochloa","Helictochloa","Helictochloa","Romero Zarco","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77113264-1","Accepted",1,"accepted_or_direct"
"Helictochloa marginata","Helictochloa marginata","Helictochloa marginata","Helictochloa marginata","Helictochloa marginata","(Lowe) Romero Zarco","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77113496-1","Accepted",1,"accepted_or_direct"
"Helictotrichon cantabricum","Helictotrichon cantabricum","Helictotrichon cantabricum","Helictotrichon cantabricum","Helictotrichon cantabricum","(Lag.) Gervais","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1006038-1","Accepted",1,"accepted_or_direct"
"Helictotrichon sedenense","Helictotrichon sedenense","Helictotrichon sedenense","Helictotrichon sedenense","Helictotrichon sedenense","(Clarion ex DC.) Holub","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404630-1","Accepted",1,"accepted_or_direct"
"Helleborus foetidus","Helleborus foetidus","Helleborus foetidus","Helleborus foetidus","Helleborus foetidus","L.","Ranunculaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:711317-1","Accepted",1,"accepted_or_direct"
"Helleborus viridis","Helleborus viridis","Helleborus viridis","Helleborus viridis","Helleborus viridis","L.","Ranunculaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:711386-1","Accepted",1,"accepted_or_direct"
"Hepatica nobilis","Hepatica nobilis","Hepatica nobilis","Hepatica nobilis","Hepatica nobilis","Schreb.","Ranunculaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:711404-1","Accepted",1,"accepted_or_direct"
"Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:843179-1","Accepted",1,"accepted_or_direct"
"Hernaria hirta","Hernaria hirta","Hernaria hirta","Herniaria hirsuta","Herniaria hirsuta","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:434804-1","Accepted",0.86400334788698,"accepted_or_direct"
"Hieracium bombycinum","Hieracium bombycinum","Hieracium bombycinum","Hieracium bombycinum","Hieracium bombycinum","Boiss. & Reut. ex Fr.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:215493-1","Accepted",1,"accepted_or_direct"
"Hieracium sp","Hieracium","Hieracium","Hieracium","Hieracium","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330082-2","Accepted",1,"accepted_or_direct"
"Hippocrepis comosa","Hippocrepis comosa","Hippocrepis comosa","Hippocrepis comosa","Hippocrepis comosa","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:498352-1","Accepted",1,"accepted_or_direct"
"Holcus lanatus","Holcus lanatus","Holcus lanatus","Holcus lanatus","Holcus lanatus","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405034-1","Accepted",1,"accepted_or_direct"
"Holcus mollis","Holcus mollis","Holcus mollis","Holcus mollis","Holcus mollis","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:123530-2","Accepted",1,"accepted_or_direct"
"Hordeum murinum","Hordeum murinum","Hordeum murinum","Hordeum murinum","Hordeum murinum","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:405301-1","Accepted",1,"accepted_or_direct"
"Hornungia alpina","Hornungia alpina","Hornungia alpina","Hornungia alpina","Hornungia alpina","(L.) O.Appel","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:999429-1","Accepted",1,"accepted_or_direct"
"Humulus lupulus","Humulus lupulus","Humulus lupulus","Humulus lupulus","Humulus lupulus","L.","Cannabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303502-2","Accepted",1,"accepted_or_direct"
"Hy sabaudum","Hy sabaudum","Hy sabaudum","[No match found]","","","","","",NA,"unresolved_no_match"
"Hymenophyllum tunbrigense","Hymenophyllum tunbrigense","Hymenophyllum tunbrigense","Hymenophyllum tunbrigense","Hymenophyllum tunbrigense","(L.) Sm.","Hymenophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002980-2","Accepted",1,"accepted_or_direct"
"Hypericum androsaemum","Hypericum androsaemum","Hypericum androsaemum","Hypericum androsaemum","Hypericum androsaemum","L.","Hypericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433187-1","Accepted",1,"accepted_or_direct"
"Hypericum elodes","Hypericum elodes","Hypericum elodes","Hypericum elodes","Hypericum elodes","L.","Hypericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433400-1","Accepted",1,"accepted_or_direct"
"Hypericum humifusum","Hypericum humifusum","Hypericum humifusum","Hypericum humifusum","Hypericum humifusum","L.","Hypericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433500-1","Accepted",1,"accepted_or_direct"
"Hypericum pequeño?","Hypericum pequeño","Hypericum pequeño",NA,NA,NA,NA,NA,NA,NA,"unresolved_no_match"
"Hypericum perfoliatum","Hypericum perfoliatum","Hypericum perfoliatum","Hypericum perfoliatum","Hypericum perfoliatum","L.","Hypericaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433717-1","Accepted",1,"accepted_or_direct"
