"Species_name","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Quercus pyrenaica","Quercus pyrenaica","Quercus pyrenaica","Quercus pyrenaica","Quercus pyrenaica","Willd.","Fagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296652-1","Accepted",1,"accepted_or_direct"
"Quercus robur","Quercus robur","Quercus robur","Quercus robur","Quercus robur","L.","Fagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304293-2","Accepted",1,"accepted_or_direct"
"Quercus rotundifolia","Quercus rotundifolia","Quercus rotundifolia","Quercus rotundifolia","Quercus rotundifolia","Lam.","Fagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296696-1","Accepted",1,"accepted_or_direct"
"Quercus suber","Quercus suber","Quercus suber","Quercus suber","Quercus suber","L.","Fagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296785-1","Accepted",1,"accepted_or_direct"
"Quercus suber NO PUEDE SER","Quercus suber NO PUEDE SER","Quercus suber NO PUEDE SER","Quercus suber","Quercus suber","L.","Fagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296785-1","Accepted",0.8,"accepted_or_direct"
"Ra aconitifolius","Ra aconitifolius","Ra aconitifolius","Rea","Sonchus","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10817-1","Synonym",0.40042615603257,"unresolved_low_score"
"Ra holostea","Ra holostea","Ra holostea","Rea","Sonchus","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10817-1","Synonym",0.40042615603257,"unresolved_low_score"
"Ra repens","Ra repens","Ra repens","Rea","Sonchus","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10817-1","Synonym",0.40042615603257,"unresolved_low_score"
"Ranunculus omiophyllus","Ranunculus omiophyllus","Ranunculus omiophyllus","Ranunculus omiophyllus","Ranunculus omiophyllus","Ten.","Ranunculaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:713371-1","Accepted",1,"accepted_or_direct"
"Ranunculus parnassifolius","Ranunculus parnassifolius","Ranunculus parnassifolius","Ranunculus parnassifolius","Ranunculus parnassifolius","L.","Ranunculaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:713443-1","Accepted",1,"accepted_or_direct"
"Ranunculus repens","Ranunculus repens","Ranunculus repens","Ranunculus repens","Ranunculus repens","L.","Ranunculaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:713678-1","Accepted",1,"accepted_or_direct"
"Raphanus raphanistrum","Raphanus raphanistrum","Raphanus raphanistrum","Raphanus raphanistrum","Raphanus raphanistrum","L.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:217826-2","Accepted",1,"accepted_or_direct"
"Reseda glauca","Reseda glauca","Reseda glauca","Reseda glauca","Reseda glauca","L.","Resedaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:715500-1","Accepted",1,"accepted_or_direct"
"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","L.","Rhamnaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:718169-1","Accepted",1,"accepted_or_direct"
"Rhamnus alpina","Rhamnus alpina","Rhamnus alpina","Rhamnus alpina","Rhamnus alpina","L.","Rhamnaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324982-2","Accepted",1,"accepted_or_direct"
"Rhamnus cathartica","Rhamnus cathartica","Rhamnus cathartica","Rhamnus cathartica","Rhamnus cathartica","L.","Rhamnaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:718256-1","Accepted",1,"accepted_or_direct"
"Rhinanthus angustifolius","Rhinanthus angustifolius","Rhinanthus angustifolius","Rhinanthus angustifolius","Rhinanthus major var. major","","Orobanchaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:808716-1","Synonym",1,"synonym_to_accepted"
"Rhinanthus minor","Rhinanthus minor","Rhinanthus minor","Rhinanthus minor","Rhinanthus minor","L.","Orobanchaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30116962-2","Accepted",1,"accepted_or_direct"
"Rhinanthus serotinus","Rhinanthus serotinus","Rhinanthus serotinus","Rhinanthus serotinus","Rhinanthus major var. major","","Orobanchaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:808843-1","Synonym",1,"synonym_to_accepted"
"Robinia pseudoacacia","Robinia pseudoacacia","Robinia pseudoacacia","Robinia pseudoacacia","Robinia pseudoacacia","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30034699-2","Accepted",1,"accepted_or_direct"
"Rosa canina","Rosa canina","Rosa canina","Rosa canina","Rosa canina","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:731955-1","Accepted",1,"accepted_or_direct"
"Rosa pendula","Rosa pendula","Rosa pendula","Rosa pendula","Rosa pendulina","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2972404-4","Synonym",1,"synonym_to_accepted"
"Rosa pendulina","Rosa pendulina","Rosa pendulina","Rosa pendulina","Rosa pendulina","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:733641-1","Accepted",1,"accepted_or_direct"
"Rosa sempervirens","Rosa sempervirens","Rosa sempervirens","Rosa sempervirens","Rosa sempervirens","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:734215-1","Accepted",1,"accepted_or_direct"
"Rosa sp","Rosa","Rosa","Rosa","Rosa","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002432-2","Accepted",1,"accepted_or_direct"
"Rubia peregrina","Rubia peregrina","Rubia peregrina","Rubia peregrina","Rubia peregrina","L.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:765320-1","Accepted",1,"accepted_or_direct"
"Rubus idaeus","Rubus idaeus","Rubus idaeus","Rubus idaeus","Rubus idaeus","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298089-2","Accepted",1,"accepted_or_direct"
"Rubus sp","Rubus","Rubus","Rubus","Rubus","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000199-2","Accepted",1,"accepted_or_direct"
"Rumex acetosa","Rumex acetosa","Rumex acetosa","Rumex acetosa","Rumex acetosa","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332105-2","Accepted",1,"accepted_or_direct"
"Rumex acetosella","Rumex acetosella","Rumex acetosella","Rumex acetosella","Rumex acetosella","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:224391-2","Accepted",1,"accepted_or_direct"
"Rumex aquitanicus","Rumex aquitanicus","Rumex aquitanicus","Rumex aquitanicus","Rumex aquitanicus","Rech.f.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:696888-1","Accepted",1,"accepted_or_direct"
"Rumex conglomeratus","Rumex conglomeratus","Rumex conglomeratus","Rumex conglomeratus","Rumex conglomeratus","Murray","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697003-1","Accepted",1,"accepted_or_direct"
"Rumex scutatus","Rumex scutatus","Rumex scutatus","Rumex scutatus","Rumex scutatus","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304830-2","Accepted",1,"accepted_or_direct"
"Rumex suffruticosus","Rumex suffruticosus","Rumex suffruticosus","Rumex suffruticosus","Rumex suffruticosus","J.Gay ex Meisn.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697538-1","Accepted",1,"accepted_or_direct"
"Runex acetosa","Runex acetosa","Runex acetosa","Rumex acetosa","Rumex acetosa","L.","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332105-2","Accepted",0.96021221090168,"accepted_or_direct"
"Runex conglomertus","Runex conglomertus","Runex conglomertus","Rumex conglomeratus","Rumex conglomeratus","Murray","Polygonaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697003-1","Accepted",0.93260342933246,"accepted_or_direct"
"Ruscosa coleatus","Ruscosa coleatus","Ruscosa coleatus","Ruschia","Ruschia","Schwantes","Aizoaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16337-1","Accepted",0.43623396109463,"unresolved_low_score"
"Ruscus aculaetus","Ruscus aculaetus","Ruscus aculaetus","Ruscus aculeatus","Ruscus aculeatus","L.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540443-1","Accepted",0.98210117101673,"accepted_or_direct"
"Ruscus aculeatus","Ruscus aculeatus","Ruscus aculeatus","Ruscus aculeatus","Ruscus aculeatus","L.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540443-1","Accepted",1,"accepted_or_direct"
"S spicant","S spicant","S spicant","[No match found]","","","","","",NA,"unresolved_no_match"
"S. auriculata","S. auriculata","S. auriculata","[No match found]","","","","","",NA,"unresolved_no_match"
"S. nigrum","S. nigrum","S. nigrum","[No match found]","","","","","",NA,"unresolved_no_match"
"S. oleraceous","S. oleraceous","S. oleraceous","[No match found]","","","","","",NA,"unresolved_no_match"
"Sa diandra","Sa diandra","Sa diandra","[No match found]","","","","","",NA,"unresolved_no_match"
"Sa europea","Sa europea","Sa europea","[No match found]","","","","","",NA,"unresolved_no_match"
"Sa hirsuta","Sa hirsuta","Sa hirsuta","[No match found]","","","","","",NA,"unresolved_no_match"
"Sa officinalis","Sa officinalis","Sa officinalis","[No match found]","","","","","",NA,"unresolved_no_match"
"Sa saginoides","Sa saginoides","Sa saginoides","[No match found]","","","","","",NA,"unresolved_no_match"
"Sa triandra","Sa triandra","Sa triandra","[No match found]","","","","","",NA,"unresolved_no_match"
"Sa triandra/fragilis","Sa triandra/fragilis","Sa triandra/fragilis","[No match found]","","","","","",NA,"unresolved_no_match"
"Sa valerandi","Sa valerandi","Sa valerandi","[No match found]","","","","","",NA,"unresolved_no_match"
"Sagina apetala","Sagina apetala","Sagina apetala","Sagina apetala","Sagina apetala","Ard.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156411-1","Accepted",1,"accepted_or_direct"
"Salix atrocinerea","Salix atrocinerea","Salix atrocinerea","Salix atrocinerea","Salix atrocinerea","Brot.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777109-1","Accepted",1,"accepted_or_direct"
"Salix atrocineria","Salix atrocineria","Salix atrocineria","Salix atrocinerea","Salix atrocinerea","Brot.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777109-1","Accepted",0.98599670627294,"accepted_or_direct"
"Salix aurita","Salix aurita","Salix aurita","Salix aurita","Salix aurita","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777119-1","Accepted",1,"accepted_or_direct"
"Salix breviserrata","Salix breviserrata","Salix breviserrata","Salix breviserrata","Salix breviserrata","Flod.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777210-1","Accepted",1,"accepted_or_direct"
"Salix cantabrica","Salix cantabrica","Salix cantabrica","Salix cantabrica","Salix cantabrica","Rech.f.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:777247-1","Accepted",1,"accepted_or_direct"
"Salix caprea","Salix caprea","Salix caprea","Salix caprea","Salix caprea","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303599-2","Accepted",1,"accepted_or_direct"
"Salix purpurea","Salix purpurea","Salix purpurea","Salix purpurea","Salix purpurea","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301321-2","Accepted",1,"accepted_or_direct"
"Salix viminalis (no nativo en p.i.)?","Salix viminalis (no nativo en p.i.)","Salix viminalis (no nativo en p.i.)","Salix viminalis","Salix viminalis","L.","Salicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:779152-1","Accepted",0.9,"accepted_or_direct"
"Salsola kali","Salsola kali","Salsola kali","Salsola kali","Salsola kali","L.","Amaranthaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303401-2","Accepted",1,"accepted_or_direct"
"Salvia verbenaca","Salvia verbenaca","Salvia verbenaca","Salvia verbenaca","Salvia verbenaca","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457495-1","Accepted",1,"accepted_or_direct"
"Sambucus nigra","Sambucus nigra","Sambucus nigra","Sambucus nigra","Sambucus nigra","L.","Viburnaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30122169-2","Accepted",1,"accepted_or_direct"
"Sanguisorba minor","Sanguisorba minor","Sanguisorba minor","Sanguisorba minor","Sanguisorba minor","Scop.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741394-1","Accepted",1,"accepted_or_direct"
"Sanicula europaea","Sanicula europaea","Sanicula europaea","Sanicula europaea","Sanicula europaea","L.","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847832-1","Accepted",1,"accepted_or_direct"
"Santalacea pyrenaeum","Santalacea pyrenaeum","Santalacea pyrenaeum","[No match found]","","","","","",NA,"unresolved_no_match"
"Saxifraga aizoides","Saxifraga aizoides","Saxifraga aizoides","Saxifraga aizoides","Saxifraga aizoides","L.","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:793159-1","Accepted",1,"accepted_or_direct"
"Saxifraga canaliculata","Saxifraga canaliculata","Saxifraga canaliculata","Saxifraga canaliculata","Saxifraga canaliculata","Boiss. & Reut. ex Engl.","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:793363-1","Accepted",1,"accepted_or_direct"
"Saxifraga conifera","Saxifraga conifera","Saxifraga conifera","Saxifraga conifera","Saxifraga conifera","Coss. & Durieu","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:793468-1","Accepted",1,"accepted_or_direct"
"Saxifraga hirsuta","Saxifraga hirsuta","Saxifraga hirsuta","Saxifraga hirsuta","Saxifraga hirsuta","L.","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:793813-1","Accepted",1,"accepted_or_direct"
"Saxifraga oppositifolia","Saxifraga oppositifolia","Saxifraga oppositifolia","Saxifraga oppositifolia","Saxifraga oppositifolia","L.","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30041728-2","Accepted",1,"accepted_or_direct"
"Saxifraga paniculata","Saxifraga paniculata","Saxifraga paniculata","Saxifraga paniculata","Saxifraga paniculata","Mill.","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:794228-1","Accepted",1,"accepted_or_direct"
"Saxifraga spathularis","Saxifraga spathularis","Saxifraga spathularis","Saxifraga spathularis","Saxifraga spathularis","Brot.","Saxifragaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:794553-1","Accepted",1,"accepted_or_direct"
"Sc alpestris","Sc alpestris","Sc alpestris","[No match found]","","","","","",NA,"unresolved_no_match"
"Sc auriculata","Sc auriculata","Sc auriculata","[No match found]","","","","","",NA,"unresolved_no_match"
"Sc maritimus","Sc maritimus","Sc maritimus","[No match found]","","","","","",NA,"unresolved_no_match"
"Scabiosa columbaria","Scabiosa columbaria","Scabiosa columbaria","Scabiosa columbaria","Scabiosa columbaria","L.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319793-1","Accepted",1,"accepted_or_direct"
"Schoenus nigricans","Schoenus nigricans","Schoenus nigricans","Schoenus nigricans","Schoenus nigricans","L.","Cyperaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312959-1","Accepted",1,"accepted_or_direct"
"Scilla lilio-hyacinthus","Scilla lilio-hyacinthus","Scilla lilio-hyacinthus","Scilla lilio-hyacinthus","Scilla lilio-hyacinthus","L.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540884-1","Accepted",1,"accepted_or_direct"
"Scilla simethis","Scilla simethis","Scilla simethis","Scilla simensis","Drimia simensis","(Hochst. ex A.Rich.) Stedje","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541037-1","Synonym",0.94341268848788,"synonym_to_accepted"
"Scilla verna","Scilla verna","Scilla verna","Scilla verna","Scilla verna","Huds.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541086-1","Accepted",1,"accepted_or_direct"
"Scorzoneroides cantabrica","Scorzoneroides cantabrica","Scorzoneroides cantabrica","Scorzoneroides cantabrica","Scorzoneroides pyrenaica subsp. cantabrica","(Widder) Carlón, M.Laínz, Moreno Mor., Rodr.Berd. & Ó.Sánch","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:243481-1","Synonym",1,"synonym_to_accepted"
"Scr scorodonia","Scr scorodonia","Scr scorodonia","[No match found]","","","","","",NA,"unresolved_no_match"
"Scr scoronoida","Scr scoronoida","Scr scoronoida","[No match found]","","","","","",NA,"unresolved_no_match"
"Scrofularia canina","Scrofularia canina","Scrofularia canina","Scrophularia canina","Scrophularia canina","L.","Scrophulariaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:809084-1","Accepted",0.9694502693699,"accepted_or_direct"
"Sedum  ","Sedum","Sedum","Sedum","Sedum","L.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001444-2","Accepted",1,"accepted_or_direct"
"Sedum acre","Sedum acre","Sedum acre","Sedum acre","Sedum acre","L.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274996-1","Accepted",1,"accepted_or_direct"
"Sedum album","Sedum album","Sedum album","Sedum album","Sedum album","L.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275022-1","Accepted",1,"accepted_or_direct"
"Sedum album/anglicum","Sedum album/anglicum","Sedum album/anglicum","Sedum","Sedum","L.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001444-2","Accepted",0.9,"accepted_or_direct"
"Sedum anglicum","Sedum anglicum","Sedum anglicum","Sedum anglicum","Sedum anglicum","Huds.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275052-1","Accepted",1,"accepted_or_direct"
"Sedum atratum","Sedum atratum","Sedum atratum","Sedum atratum","Sedum atratum","L.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275094-1","Accepted",1,"accepted_or_direct"
"Sedum brevifolium","Sedum brevifolium","Sedum brevifolium","Sedum brevifolium","Sedum brevifolium","DC.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275160-1","Accepted",1,"accepted_or_direct"
"Sedum dasyphyllum","Sedum dasyphyllum","Sedum dasyphyllum","Sedum dasyphyllum","Sedum dasyphyllum","L.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275301-1","Accepted",1,"accepted_or_direct"
"Sedum hirsutum","Sedum hirsutum","Sedum hirsutum","Sedum hirsutum","Sedum hirsutum","All.","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275518-1","Accepted",1,"accepted_or_direct"
"Sempervivum vicentei","Sempervivum vicentei","Sempervivum vicentei","Sempervivum vicentei","Sempervivum vicentei","Pau","Crassulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:276711-1","Accepted",1,"accepted_or_direct"
"Sen angulatus","Sen angulatus","Sen angulatus","[No match found]","","","","","",NA,"unresolved_no_match"
"Serratula tinctoria","Serratula tinctoria","Serratula tinctoria","Serratula tinctoria","Serratula tinctoria","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:248861-1","Accepted",1,"accepted_or_direct"
"Sesili libanotis","Sesili libanotis","Sesili libanotis","Seseli libanotis","Seseli libanotis","(L.) W.D.J.Koch","Apiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:848608-1","Accepted",0.9694502693699,"accepted_or_direct"
"Sherardia arvensis","Sherardia arvensis","Sherardia arvensis","Sherardia arvensis","Sherardia arvensis","L.","Rubiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:766342-1","Accepted",1,"accepted_or_direct"
"Sideritis hyssopifolia","Sideritis hyssopifolia","Sideritis hyssopifolia","Sideritis hyssopifolia","Sideritis hyssopifolia","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:458942-1","Accepted",1,"accepted_or_direct"
"Silene ","Silene","Silene","Silene","Silene","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331962-2","Accepted",1,"accepted_or_direct"
"Silene  dioica","Silene dioica","Silene dioica","Silene dioica","Silene dioica","(L.) Clairv.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:157239-1","Accepted",1,"accepted_or_direct"
"Silene acaulis","Silene acaulis","Silene acaulis","Silene acaulis","Silene acaulis","(L.) Jacq.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60452326-2","Accepted",1,"accepted_or_direct"
"Silene ciliata","Silene ciliata","Silene ciliata","Silene ciliata","Silene ciliata","Pourr.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:157084-1","Accepted",1,"accepted_or_direct"
"Silene dioica","Silene dioica","Silene dioica","Silene dioica","Silene dioica","(L.) Clairv.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:157239-1","Accepted",1,"accepted_or_direct"
"Silene nutans","Silene nutans","Silene nutans","Silene nutans","Silene nutans","L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:157927-1","Accepted",1,"accepted_or_direct"
"Silene uniflora","Silene uniflora","Silene uniflora","Silene uniflora","Silene uniflora","Roth","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:158590-1","Accepted",1,"accepted_or_direct"
"Silene vulgaris","Silene vulgaris","Silene vulgaris","Silene vulgaris","Silene vulgaris","(Moench) Garcke","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:158668-1","Accepted",1,"accepted_or_direct"
"Smilax aspera","Smilax aspera","Smilax aspera","Smilax aspera","Smilax aspera","L.","Smilacaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541279-1","Accepted",1,"accepted_or_direct"
"Smilax áspera","Smilax áspera","Smilax áspera",NA,NA,NA,NA,NA,NA,NA,"unresolved_no_match"
"So oleraceus","So oleraceus","So oleraceus","[No match found]","","","","","",NA,"unresolved_no_match"
"Solanum chenopodioides","Solanum chenopodioides","Solanum chenopodioides","Solanum chenopodioides","Solanum chenopodioides","Lam.","Solanaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:818670-1","Accepted",1,"accepted_or_direct"
"Solanum dulcamara","Solanum dulcamara","Solanum dulcamara","Solanum dulcamara","Solanum dulcamara","L.","Solanaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:285213-2","Accepted",1,"accepted_or_direct"
"Solanum nigra","Solanum nigra","Solanum nigra","Solanum nigrum","Solanum nigrum","L.","Solanaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30048260-2","Accepted",0.90498550860639,"accepted_or_direct"
"Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249947-1","Accepted",1,"accepted_or_direct"
"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:250268-1","Accepted",1,"accepted_or_direct"
"Sonchus tenerrimus","Sonchus tenerrimus","Sonchus tenerrimus","Sonchus tenerrimus","Sonchus tenerrimus","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:250373-1","Accepted",1,"accepted_or_direct"
"Sorbus aria","Sorbus aria","Sorbus aria","Sorbus aria","Aria edulis","(Willd.) M.Roem.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741629-1","Synonym",1,"synonym_to_accepted"
"Sorbus aucuparia","Sorbus aucuparia","Sorbus aucuparia","Sorbus aucuparia","Sorbus aucuparia","L.","Rosaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741641-1","Accepted",1,"accepted_or_direct"
"Sp secondatum","secondatum","secondatum","Secondatia","Secondatia","A.DC.","Apocynaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329003-2","Accepted",0.86164033994183,"accepted_or_direct"
"Spergula sp","Spergula","Spergula","Spergula","Spergula","Dill. ex L.","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30037970-2","Accepted",1,"accepted_or_direct"
"Spergularia marina","Spergularia marina","Spergularia marina","Spergularia marina","Spergularia marina","(L.) Besser","Caryophyllaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:241336-2","Accepted",1,"accepted_or_direct"
"Sphagnum sp","Sphagnum","Sphagnum","[No match found]","","","","","",NA,"unresolved_no_match"
"Spiranthes spiralis","Spiranthes spiralis","Spiranthes spiralis","Spiranthes spiralis","Spiranthes spiralis","(L.) Chevall.","Orchidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:658457-1","Accepted",1,"accepted_or_direct"
"Spo indicus","Spo indicus","Spo indicus","Ipo","Antiaris","Lesch.","Moraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:40850-1","Synonym",0.40042615603257,"unresolved_low_score"
"Sporobolus indicus","Sporobolus indicus","Sporobolus indicus","Sporobolus indicus","Sporobolus indicus","(L.) R.Br.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1207790-2","Accepted",1,"accepted_or_direct"
"St alpina","St alpina","St alpina","[No match found]","","","","","",NA,"unresolved_no_match"
"St major","St major","St major","[No match found]","","","","","",NA,"unresolved_no_match"
"St spicant","St spicant","St spicant","[No match found]","","","","","",NA,"unresolved_no_match"
"Stachys recta","Stachys recta","Stachys recta","Stachys recta","Stachys recta","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:459901-1","Accepted",1,"accepted_or_direct"
"Stachys sylvatica","Stachys sylvatica","Stachys sylvatica","Stachys sylvatica","Stachys sylvatica","L.","Lamiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460020-1","Accepted",1,"accepted_or_direct"
"Ste media","Ste media","Ste media","Ate","Habenaria","Willd.","Orchidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:28795-1","Synonym",0.40042615603257,"unresolved_low_score"
"Ste secondatum","Ste secondatum","Ste secondatum","Ate","Habenaria","Willd.","Orchidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:28795-1","Synonym",0.40042615603257,"unresolved_low_score"
"Stegnogramma pozoi","Stegnogramma pozoi","Stegnogramma pozoi","Stegnogramma pozoi","Thelypteris pozoi","(Lag.) C.V.Morton","Thelypteridaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17455060-1","Synonym",1,"synonym_to_accepted"
